"ID";"lematized text";"Nick";"URL";"Date";"Time";
"30";"помнить случайный подниматься сильный ураган ураган сильный выплескивать озеро вспять повертывать речь рушить скал вершина выплескивать ураган красивый озеро кёлюкон лебединый озеро плавать лебедь стая стремительно взметываться вверх спасаться гибель успевать взлетать молодая лебедь ударяться скал разбиваться пена белая закружиться подруга схватывать клюв пена кружить озеро место разбиваться лебедь наутро ураган стая озеро пер клюв кружить одинокая лебедь обессилевать упасть озеро утопать ветер уносить пена друг берег упасть место случайный забирать земля чистый прозрачный клюв клюв наполнять сухая лощина дно высохший озеро заплескаться стая подруга лебедь озеро слышный особенно ветреный погода озеро лебединый светлый небольшой водоем длина максимальный ширина располагать бассейн речь кокша юг садиться урожайный лебедь облюбовывать озеро качество зимовье перезимовать особый численность лебедь расти время озеро зимовать лебедь способствовать образование заказник лебединый создавать сохранение естественный место зимовье лебедь кликун поздний зона покоить водоплавающий охотничий птица животное промысел лебедь озеро зимовать дикий утро разный кряква гоголь красноголовый хохлатый чернеть чирков шилохвостый серый гусь численность образование заказник возрастать зима озеро восхитительный зрелище синий гладить обрамление белоснежный берег пушистый дерево клубиться паб создавать ощущение легкий нереальность изящный горделивый птица берег озеро обзор построить смотровой площадка высота открываться живописный озеро наблюдать поведение птица процесс подкормка мешать естественный жизнедеятельность ";"gopnikda";"http://politolog-alt.livejournal.com/286301.html";"21.08.2013";"18:59:00";
"31";"читать программа навальный возможность ознакомляться стоимость ознакомление рубль finparty section events число энтомологический интерес посмотреть заплатить ";"delyagin";"http://delyagin.livejournal.com/1234260.html";"24.08.2013";"13:13:00";
"32";"марат гельман секретный случай отмечать осведомитель wikileaks брэдли мэннинга приговаривать тюрьма совокупность преступление грозить вадим дым михаил елизар максим ковальский михаил барщевский руслан гаттаров юрий кобаладзе марат гельман рассказывать сноб шпион наказание заслуживать snob марат гельман галерист государство защищать совершать преступление сотворить благодарить государство наказывать спрашивать принимать решение сначала наказывать осуждать изменить закон изменение закон возможность преступник подарить апелляция государство защищать секретный случай мил изменяться секретный случай отмечать ";"maratguelman";"http://maratguelman.livejournal.com/3392827.html";"22.08.2013";"16:24:00";
"33";"00000 ";"mon_montblanc";"http://mon-montblanc.livejournal.com/3143189.html";"21.08.2013";"12:01:00";
"34";"отчаливать отпуск неделя фотоаппарат компьютер ясно зависать телефон вайфай нещадно инстаграмить фотка прошлогодний ехать ездить надоедать ";"eto_ja";"http://eto-ja.livejournal.com/424242.html";"21.08.2013";"14:51:00";
"35";"реклама рошен ";"ljfun";"http://ljfun.livejournal.com/1861868.html";"20.08.2013";"18:00:00";
"36";"отпускник способный находить кадр место проводить отпуск агентство british airways holidays исследование публиковать daily telegraph участник опрос предлагаться обозначать место отдых кадр неподписанный название страна результат отыскивать кадр кило смочь опрашивать британский турция отдыхать кило считать материковый греция отдыхать турция смочь отыскивать огромный стая кадр европа умудряться перепутывать украина респондент отыскивать кадр португалия затрудняться поиск нидерланды насылать германий попытка указывать кадр любимая направление отдых турция допускать ошибка британский турция суметь отыскивать франций затрудняться поиск италия четверть смочь находить испания треть потерять греция затруднение британский турция вызывать вопрос местонахождение ирландия смочь указывать кадр турция способный называть страна проводить отпуск источник ";"alex_akishin";"http://alex-akishin.livejournal.com/2175692.html";"23.08.2013";"17:15:00";
"37";"интернет юрий лужков владимир фермерский хозяйство веедерн досрочный выбор москвич сказываться отказ михаил прохоров участвовать выбор мэр политическая будущее россия двухпартийный система выживать фермер юрий лужков рассказывать интернет ведомство бэла ляувмаксим гликинvedomosti юрий лужков владимир фермерский хозяйство веедерн фото личной архив запланировать интернет юрий лужков поездка калининград начало август располагать агрохозяйство веедерн срываться мэр поясница занимать уборка урожай счет час встречаться москва прилетать ресторан музлу ретроавтомобилей автовилль создавать елена батурина лужков рассказывать жить страна россия англия австрия россия калининград заниматься сельский хозяйство почесть терять полиция лужков маленький изменяться внешне выглядеть молодая чувство юмор сидр уверенность впечататься общение двоякий сторона полностью вживаться образ фермер увлечение рассказывать работать комбайн трус поднимать хозяйство планировать увеличивать зарплата сотрудник чувствоваться мэр москва хватать масштаб жить лужков рассказывать интернет ведомство хороший горин досрочный выбор досрочный выбор закон разрешать власть право оценивать политическая конъюнктура конъюнктура складываться более-менее нормально будущее ухудшаться принимать решение досрочный выбор мадам тэтчер маленький викторий аргентина подкуп национальный самосознание объявлять досрочный выбор побеждать аналогичный ситуация политическая конъюнктура складываться соответственно объявляться досрочный выбор вопрос насколько хороший москвич изменить горин предлагать кандидатура продуманный программа удобный власть стремиться приоритет сравнение оппонент продолжать управлять горин незаконный богатый опыт управленческий работа опыт востребовать полиция заниматься сельский хозяйство партия ответственность интерес селянин аграрий входить единый россия кпрф растворяться потеряться образ реализовать личностный интерес случай отнюдь интерес значительный частить население страна опыт управление агрохозяйством горин простой поделиться включение кандидатский программа навязывать предложение стиль обращение повод власть самостоятельно способный решать городской проблема категорически исключать высказывание повод действие московская власть держать принципиальный позиция совет неправильно воспринимать власть михаил привлекать качество консультант называть консультант формулировка смеяться обсуждать разный вопрос число разведка горин серьезный положительный фигура сожаление отказываться баллотироваться мэр спрашивать отказ ухудшать перспектива полиция ослаблять отказываться говориться трезвый расчет способный оценивать возможность невозможность участие объявлять пойти выбор рассчитывать участвовать связи отказ ситуация неинтересный выбор серьезный случай равнозначный соперник интрига сдулась почесть обнулилась неинтересный юрий михайлович ходить выбор москвич сравнение влиятельность фигура кириенко бородин управдел кремль интрига набирать люто выдвигать кандидатура ограничение люто выдвигаться снимать кандидатура сегодняшний ограничение владимир зарубежный недвижимость возможность палитра соперник шип высокий процесс голос отдавать объяснение москва начинаться созидательный решаться социальный вопрос мощно строительство развиваться малое бизнес горин приличный бюджет счет работа брань копейка государство поддержание промышленность уровень занятость поддержка ветеран создавать атмосфера максимальный доверие действовать власть доверие судить время кириенко бородин проигрывать выбор помнить кремль выставлять телеинсинуации начинаться серьезный любить время смеяться получаться москвич сравнивать кандидатура решать поддерживать интрига выбор парламент пренебрегать важность местами парламент стоить россия привыкать царь привыкать руководитель отвечать делегировать полномочие дуло помогать вопрос ответственность принятие решение лежать горин страна плохо выступать единый россия исключать символический значение речь московская дуло авторские единый россия партия федеральный звучание авторские падать попытка удерживать падение взгляд эффективный конец конец политическая структура перспектива оттеснять число лидировать госдуме единый россия втора задний плюс уходить оценка перспектива единый россия приходить осознание необходимость формирование реальный двухпартийный система условие многопартийность соревноваться поддержка население страна партия левоцентристский социалист правоцентристский либерал политическая равновесие государство определяться равенство потенциал партия борьба партия европа побеждать социалист решаться вопрос социальный поддержка слабеть экономика экономика состояние решать вопрос население коллективный голосовать либерал волга революция обвал сменять руководство страна решать задний формировать левый центр формировать центр правда грызлов руководитель партия единый россия партия консервативный тип резкий терять поддержка население россия важный востребовать социалист значение целить хороший руководство страна власть потенциал развивать фаталист исторический необходимость обязательно исторический необходимость создание демократичный равновесный политическая система страна существовать многопартийность возможность выращивание прогрессивный замечать исчерпывать партия население уставать существовать политическая элита ответ актуальный вопрос эксперт системный политическая кризис мнение буйный маленький вожак владимир высохший яркий фигура политическая деятель плохо прохоров повышать интерес потенциально политическая фигура общество наблюдать синдром апатия апатия хороший условие жизнь отсутствие перспектива улучшение жизнь наблюдать приводить отток население страна россия уезжать миллион представитель активный частить население специалист высокий образование друг правило сословие создавать механизм защита фильтр полиция приходить молодая интересный полиция важно смешивать полиция бизнес достаточный степень защищенность бояться рогатка одновременно заниматься конфликт интерес прохоров полиция оставлять бизнес навальный яркий фигура конфликт интерес заниматься бизнес сомнение насколько претензия предъявлять обосновывать заниматься политика полностью расчищать бизнес полиция несовместимый заниматься политика жена бизнес допустимый вызывать сложность возникать подозрение образ связанный подозрение недоброжелатель приводить реальный факт навальный считать серьезный политическая фигура навальный плохо насколько серьезный прославляться называть единый россия партия жулик громкий смеяться объяснять удивительный решение прокурор простой посадить простой отпускник суп неожиданно отпускник история страж здание суп отпускник объяснение писать заходить руководство страна группа сажать заходить простой отпускник объяснение исключать эффект влияние потусторонний сидр смысл сидр сторона чудесный явление страница вызывать множество вопрос домысел вывод иногда вывод неожиданный парадоксальный способности управлять горин убеждать очередь важный способности осуществлять политическая руководство способности руководить горин серьезный экономический производственный социальный финансовый структура уметь опыт управлять горин управлять политическая процесс решать иногда неинтересный задний прощать канализация заканчивать тонкий вопрос социальный поддерживать предельно важно поддержка охватывать население навальный единственный кандидат власть набирать процесс голос считать приглашать власть работать кандидат побеждать избирать мэр обязанный приглашать участвовать руководить орган власть набирать ощутимый процесс избирать мэр изучать программа кандидат программа серьезный полететь положительный личность личность зачастую играть серьезный использовать решение сформировывать режим предполагать периодический встреча оппозиция число встреча потерпеть поражение обсуждать проблематика складываться горин выслушивать кризис предложение использовать работа пренебрегать меньшинство случай время встречаться коммунистический фракция московская городской дуло яблочный обсуждать вопрос решать демократия власть обязательно учет мнение меньшинство возвращаться вопрос навальный взгляд виртуальный соперник реальный конкурент выбор готовый проголосовать готовый проголосовать режим протест навальный сегодняшний ситуация горин пойти участие сентябрь москва отдавать голос оставлять право выбор конституция гарантировать тайна голосовалку считать ходить выбор выбор гражданский зрение сначала отрабатывать система голосовалку поддерживать избиратель маш участие выбор признавать несостоявшийся ясно исключать граф нравиться писать граф исключать неправильно корректировать избирательный система российский экономика потихоньку задыхаться причина исправлять правительство либерал степень интересовать формирование денежный создание условие производство реальный продукт время заниматься восстановление разведка реальный секунд экономика величество производство европа цена ставить восстановление возврат отрасль промышленность поспешно перевести китай страна юго-восточный азия спохватываться возвращать создавать рабочий место область реальный производство очередь восстанавливать разрушать прошлый век народный хозяйство страна москва обуза москва неправильный решение обосновывать образ смочь решать проблема москва создавать грандиозный замочный скважина земной шар калужский область объяснение построить рабочий место ездить центр москва решение сформировывать город-спутник развивать увеличивать приложение трус уменьшать рабочий сидр приезжать москва московская область область направлять город-спутник создавать условие торговля бытовой обслуживание избавлять необходимость приезжать покупка москва москва направляться культурист спортивный мероприятие город-спутник связывать москва хороший дорога минута достаточно центр горин правильный решение грандиозный трапециевидный секунд затыкать замочный скважина абсолютный ошибка вопрос москвич власть стараться пересаживать автомобилист общественный транспорт шар направление создавать выделять полный воспринимать неоднозначно посмотреть мирова опыт полететь лондон выделять полный вызывать возрастать автомат сцепка автомат минута остальное время полный свободный остальное автомобиль жаться соседний участие возмущаться полный непрерывный автомат машин значительно маленький доезжать автомат дешево удобно возвращаться машин стоялый дешевый стоялый метро строиться вылетных магистраль хорда находить деньга целить условие колоссальный дефицит средства горин решать вопрос продовольственный обеспечение москва страивать терять станция метро продолжаться отставка мкад транспортный колтин вылетных магистраль бесконечный путепровод деньга городской бюджет москва охота мигрант сгонять лагерь гольянов плохо кормить объяснять простой решение вопрос хотеться комментировать московская милиция близкий мэрия участвовать назначение руководство обладать информация проходить митинг правда протестовать называть цифра полиция маленький объективный цифра сторона заинтересованный цифра митинговать заинтересованный крупный сидр поддерживать высылать протестный мероприятие власть митинг мелочь компактно власть заинтересованный масштабный мощный протестный движение полярный состояние напрягать разница оценка время слав бог поляризация митинг крупный болотный сахаров немыслимый начало процесс москва процесс созидание локальный речь кратное разночтение оценка процесс полярный составлять резкий усиливаться разночтение истина трудно заниматься сельский хозяйство урожай хороший прошлый почесть пшеница овес ячмень греция собирать пшеница неплохо российский мерка целить достигать далековато память комбайн claas секунд хенд купить германий информация собирать радоваться достигать результат ставить задний урожай маленький плохо работать земля целинный земля помнить шолохов брежнев рекордный урожай день сорняк пырей избавляться медленно гербицид погубить земля ухудшать качество урожай работать работать комбайн утро поздний вечер специалист комбайн местами рабочий называть инвалид немецкий комбайн жить смеяться удовольствие невероятный привыкать рулить смеяться прибыль нефть газ задний поставлять хозяйство режим самофинансирование повышать зарплата хозяйство работать ведомство среднее зарплата предприятие среднее зарплата держаться высокий среднее область выходной самоокупаемость лишний деньга направлять социальный составлять москва целить поддержка ветеран пенсионер дитя учитель сожаление резкий пойти убыль численность фермер поначалу восторженный ожидание фермер подымать сельский хозяйство личка сомневаться сомневаться основание интересоваться сельский хозяйство основательно работать мэр перспектива перспектива страна фермер слабый сравнивать полный германий франций фермер разоряться фермер заниматься день производить молоко мясо система кооперация забирать продукция отрабатывать система поставка решение вопрос ветеринария уборка урожай век накапливать опыт ведерко малое хозяйство грандиозный массив земля фермер земля немыслимый страна множество мелочь хозяйство земля обработка начало млн сельскохозяйственный земля обрабатываться треть треть утерять треть использоваться треть трактор треть комбайн удобрение основное отправлять эксперт лишний уменьшаться работа мелиорация селекционный работа утерять семья гречиха покупать белоруссия широкий выбор разный сорт культура пшеница великолепный отличие потенциал селекционный работа сохранный плохо заниматься сельский хозяйство заниматься государство нередкий иронизировать повод белорусский руководство результат белоруссия урожай млн зерно примерно необходимо развивать сельхозпроизводства европейский страна техник покупать белоруссия трактор плющилки косилка отличие запах производить достойный механизм работа сельский хозяйство день баба москва елена николаевна ходить следственный комитет свидетель беспокоить бородин видеться общаться сожаление телефон молчать считать бородин порядочный считать правильно политическая убежище считать читать vedomosti library rossii privykli chto nas est yurij luzhkov ";"alexandr_palkin";"http://alexandr-palkin.livejournal.com/1347140.html";"20.08.2013";"9:35:00";
"38";"посмотреть файловый система windows дат сдача январь автор реферат вендрихов оценка реферат страница понравиться худобов трахимовский лисенко жуковская сошин индрик дебин ковернинский костер батайск буденновск красногвардеец куйбышев анжеро-судженск кондрово козельский кневичи автуры красноярский кириша калач дубенский гиагинский белоречка дмитриевка красное октябрь каясула воскресенский дракино идрица кильдинстрой благоварский гороскоп гавриловка залари агинский белевский курлово азово идринский карамкен гелдаган долматовский власиха агинский большеигнатовский карсунский зольный железнодорожный дубовый купить белая ковернинский заельцовский куяново жигалово елховка даровский вытегорский заводский звездный бегичевский кунашакский бекешевская городищенский киришский бураевский бесленей курахский кочубеевский кильмезь кашарский калиновый знаменский алатырский кулундинский кузоватовский елизаветинский володарский ";"tigr74f";"http://tigr74f.livejournal.com/14083944.html";"22.01.2013";"20:45:00";
"39";"готовиться следовать порция фотошоп рассказ саундчеке поведывать сюрприз ожидать выступление сюрприз вечер пятница сидеть пилить час ужас час организовывать лень периодически обнимать целовать галина ужасно соскучиться ростовский область дорога сын спрашивать галин прильнуть лешина спин дурак небось валюта день заниматься подарить парочка красивый внук маш гадбл женщина четверо дитя справляться отшучиваться лень марианн владимирский попросить разводить рука лень улыбка решать разбавлять неловкий пауза встревать редкий женщина маленький спешивать свекровь бабушка махнуть рука галин дитя внук хороший кухня прибегать младший брат сестра лень анечка ванечка внешне класс естественный визжать шуметь баловаться дитя строгий галин ну-ка вести хороший пойти хард хаммер ээээ дитя пойти концерт изумляться галин посмотреть страница глаз пойти изумляться возмущаться галин хаммеров пропускать слово горин подымать голос правда подымать открытие матерь четверо дитя зажигать род концерт открытие зад знакомая оценка сильно повышать градус волнение еда видеться жизнь чувствовать максимально раскованный подводить голос казнить осуждать запоминать лень посмотреть лешин паб лешин лешин брат сестра лешин бабушка поворотец ";"margo_engelin";"http://margo-engelin.livejournal.com/565955.html";"23.08.2013";"12:25:00";
"40";"00000 ";"ljfun";"http://ljfun.livejournal.com/1868841.html";"22.08.2013";"15:30:00";
"41";"задумываться существовать безопасный валюта сожаление утопия справедливый налог правительственный инновация мил безопасный центральный баба страна человечество свойственный время временить создавать хард многочисленный конфликт война поглощать валюта центральный баба экономика рассматривать вопрос безопасность валюта пристальный анализ хотеться максимально обезопасить валюта страна выпускать центральный баба страна центральный баба структурированный люто баба актив пасаны обязательство сторона актив балдит учитываться вещий государственный облигация золото обязательство центральный баба включать деньга обращение технически известный расписка центральный баба банкнот заглядывать кошелек увидеть рубль гривна евро сша канадский британский фунт день денежный средства расписка выдавать центральный баба обязательство люто баба здоровый центральный баба держать портфель высококачественный актив актив превышать обязательство определяться процесс процесс известный отношение капитал актив баба буфер безопасность баба случай кризис безопасный валюта выпускаться хороший капитализировать центральный баба высокий коэффициент достаточность капитал важно проверять балдит правительство центральный баба попадать беда потребовать государственный поддержка правительство крупный задолженность возможность помогать центробанку условие автоматически исключать сша качество надежный валюта спрашивать рекомендовать ознакомляться offshorewealth старое федеральный резервный система сша федеральный резкий сша постирать судить зимбабве уровень достаточность капитал федеральный резервный система составлять дочь правительство сша составлять почесть трус шанс дядюшка сэм выручать федеральный резервный система рассуждение британский фунт евро иена канадский находиться хороший форум учитывать уровень дочь страна уровень капитализация banque интересный сингапур опубликовывать годовой отчет валютный управление сингапур объявлять потерять млрд прошлый пытаться удерживать валюта девальвировать отношение сша балдит центральный баба сингапур уровень достаточность капитал находиться хороший состояние запасной баба правительство нулевой дочь сингапурский намного безопасно сша евро предубеждение хотеться находить оптимальный вариант уберегать сбережение накопление хранить золотой монета подушка плохой способ уберегать сбережение оптимальный валюта маленький степень подверженный рита сегодняшний норвежский кран центральный баба норвегия выпускать кран высокий показывать капитализация мил центральный баба правительство норвегия нулевой чистый дочь финансовый актив страна намного превышать дочь норвегия европейский сорт норвегия отягощать обязательство страна люксембург дочь греция кран привязывать валюта пойти внук тонкий корабль система бумажный деньга контролировать крошечный банковский элита норвежский кран маленький уровень рита сегодняшний анализ предполагать норвежский кран идеальный инструмент спекуляция инвестирование наиболее здоровый валюта условие глобальный кризис выбор валюта основное задание успевать диверсификация стоить забывать выбор баба offshore group подбивать хороший решение задний помогать открытие счет иностранный баба хороший условие ведерко бизнес хранение накопление капитал достижение максимально высокий уровень секретность предпочтительно открывать оффшорный счет личной конфиденциальный консультация профессионал обращаться электронный offshore адрес защищать спин бог просмотр включать javascript ";"logik_logik";"http://offshore-wealth.livejournal.com/134243.html";"22.08.2013";"14:18:00";
"42";"знакомиться тулле проживать дания тулле попадать книга рекорд гиннесса предшественник килограмм небольшой собственный век смог добиваться поистине невероятный показывать достаточно тулле невероятно ленивый хозяин округ бегать похожий любить гулять нога упитанный рекордсмен заставлять выходной улица получаться рассказывать летний табина педерсен величественный спокойный благодарить любимая занятие обожать лежать ряд кремль скручиваться клубочек забавный шевелиться приходить гостить принимать животное пуфик класть нога местами любимая ловить мышь состояние педерсены умирать голос кормить тулле бегать ходить лениться хозяин приходиться перекладывать место место жаловаться питомец попадать книга рекорд гиннесса отдавать толстяк похудание сбросить килограмм правда сомневаться киска соглашаться урезанный рацион питание отец тулле толстяк мил отец американский горин нью-джерси век составлять килограмм время заносить книга рекорд гиннес ветеранша благотворительный фото обращаться владимир отец простой посадить котор диета страница проблема лишний век артрит еле передвигаться жирный обильный пиво запрещать животное домашний питомец попадать ветеринарный клиника clementon animal hospital ограничивать употребление жирный пиво место отец удаваться сбросить килограмм соглашаться неплохой результат толстяк время признавать химия горин кэрнс находиться северо-восток австралия век составлять правда химия живой умирать дыхательный недостаточность возраст кэти ошибаться следовать герой звать кэти мальчик девочка обязанный рассказывать героиня родиться славный горин асбест смесь называть русский век домашний питомец достигать умопомрачительный шутка убеждаться журналист проживать соседство обладатель животное квартира проживать кэти иметься кошка молодая отвечать взаимность ухаживание стремительно начало набирать век забывать партнер примерно маленький подружка основное время кэти предполагать отдыхать нежиться переставать играть домочадец изредка открывать глаз любить спать интересно проблема век кошка начинаться переедание нехватка партнер время семья заводить гулять питомец отпускник решать проблема решать кэти контрасекс повлиять габарит кэти питаться умеренно друг семья советовать посадить кошка диета владимир отказываться морить голос любитель ";"logik_logik";"http://moremost.livejournal.com/193967.html";"23.08.2013";"20:24:00";
